pff_PLAYERNAME,Season,Position,TotalBoxPM,TotalPassBoxPM,TotalRunDBoxPM,PassPM,PassBoxPM,PlayerID,RunDPM,RunDBoxPM,PlayerName,team,position,TotalEPAR,PassEPAR,RunDEPAR,plays
Darnell Savage,2021,S,-9.31113814,-14.8568768,5.54573866,-0.03840759473860496,-0.0208664,47804,0.0273107221623857,0.01544774,Darnell Savage,GB,S,9.61501822201022,-0.9240831496822106,10.53910137169243,1054
Markus Golden,2022,EDGE,-9.27336141,-6.96016953,-2.31319188,-0.03309470145077873,-0.01477743,42401,-0.00874496375968146,-0.00866364,Markus Golden,ARZ,ED,11.218016850920389,9.371094862835495,1.8469219880848935,769
Matthias Farley,2017,S,-9.26557755,-11.355465,2.08988745,-0.0125851574913555,-0.02271093,43616,-0.00225803361523323,0.00489435,Matthias Farley,IND,S,-23.956561810919194,-1.706266300535801,-22.250295510383392,1004
Sean Smith,2016,CB,-9.26331124,-12.64440144,3.3810901999999996,-0.04978660755236263,-0.02253904,34512,0.0191685148447846,0.0085166,Sean Smith,OAK,CB,1.513815493870371,1.1024819124442504,0.41133358142612086,1021
Rashan Gary,2020,EDGE,-9.25353509,-8.45785446,-0.79568063,-0.0338379786210144,-0.02423454,47795,-8.245083999058525e-4,-0.00459931,Rashan Gary,GB,ED,-9.255279257025743,-8.875387245087948,-0.3798920119377956,524
Eric Murray,2018,S,-9.25144353,-9.99056853,0.739125,-0.02193906607895,-0.01881463,43395,0.0018174743276071,0.003285,Eric Murray,KC,S,8.56444084448742,7.0437727823159655,1.5206680621714546,833
Deone Bucannon,2015,LB,-9.2446525,-3.25716561,-5.9874868900000005,-0.02914229246514115,-0.00450507,41253,-0.01821657589362377,-0.01471127,Deone Bucannon,ARZ,LB,-35.2166483228438,-19.176557495669293,-16.04009082717451,1156
Bryce Callahan,2021,CB,-9.24135576,-15.2755512,6.0341954399999995,-0.05091370883883787,-0.04546295,42935,0.04059753455868738,0.03591783,Bryce Callahan,DEN,CB,-5.5197097871934355,-6.7899797812566955,1.2702699940632598,522
Josh Norman,2017,CB,-9.21649654,-14.07824798,4.86175144,-0.01932573510290194,-0.02676473,38673,0.01932354931189464,0.01293019,Josh Norman,WAS,CB,-3.549052990914288,5.8321220941138465,-9.381175085028135,928
Josh Allen,2021,EDGE,-9.20996128,-8.02258452,-1.18737676,-1.5544425794381894e-4,-0.01827468,47790,0.00164594972993873,-0.00441404,Josh Allen,JAX,ED,-25.119250318407595,-13.449278929009468,-11.669971389398125,773
Antoine Bethea,2019,S,-9.19883547,-13.66113897,4.4623035,-0.03542847663982779,-0.02079321,31022,4.529344100856678e-4,0.00991623,Antoine Bethea,NYG,S,0.37971125769283953,7.3234120765635815,-6.943700818870741,1123
Derrick Morgan,2017,EDGE,-9.17955413,-8.14663715,-1.03291698,-0.01060232802971389,-0.01679719,35455,-0.01285399587037092,-0.00376977,Derrick Morgan,TEN,ED,5.978089267929579,-3.4257771526158542,9.403866420545432,852
John Johnson III,2021,S,-9.16839573,-11.45457689,2.28618116,-0.03560373971850824,-0.02056477,44903,-8.147147721020961e-4,0.00660746,John Johnson III,CLV,S,-9.568750846681287,-12.727734098240767,3.15898325155948,897
Kevin Byard,2018,S,-9.12938436,-13.53809364,4.40870928,-0.03069505410587978,-0.02135346,43353,0.01623037129104777,0.01080566,Kevin Byard,TEN,S,-21.10022023630481,-23.761508388153644,2.6612881518488316,1069
T.J. Watt,2022,EDGE,-9.12778314,-7.3390191,-1.78876404,-0.0185678300039077,-0.02496265,44842,-0.01086736497126539,-0.00946436,T.J. Watt,PIT,ED,-22.676798467873965,-21.353634112493378,-1.3231643553805856,523
Derek Wolfe,2015,IDL,-9.10490119,-0.39130336,-8.71359783,-0.00980162501397741,-7.6576e-4,38566,-0.02934058637628061,-0.02894883,Derek Wolfe,DEN,DI,-46.37235870803221,-17.29774704229137,-29.074611665740843,816
Darius Slay,2019,CB,-9.10401542,-14.50304627,5.39903085,-0.01684172707290384,-0.02773049,39984,0.01921232314948914,0.01611651,Darius Slay,DET,CB,3.7720095839446697,1.5217039679688813,2.2503056159757895,890
Adrian Amos,2016,S,-9.10067835,-11.29056001,2.18988166,-0.03917121034581458,-0.01977331,42485,0.00362286817172162,0.00596698,Adrian Amos,CHI,S,11.32786270448297,9.490600248505993,1.8372624559769757,998
Josh Uche,2022,EDGE,-9.08573381,-8.74177935,-0.34395445999999996,-0.03290611594957315,-0.03067291,52468,-0.00867574259828337,-0.00731818,Josh Uche,NE,ED,-23.336246170065298,-26.06823097901007,2.731984808944775,410
Tae Crowder,2021,LB,-9.07529305,-0.09925905,-8.976034,-0.02326097501780653,-1.5389e-4,52663,-0.01626745490621702,-0.019771,Tae Crowder,NYG,LB,6.547167697091048,-5.718842766478394,12.26601046356944,1107
Joe Haden,2021,CB,-9.06736412,-12.72875972,3.6613956,-0.02473362103107806,-0.02853982,35446,0.01599564224029452,0.0147044,Joe Haden,PIT,CB,-2.9675144279538226,-6.421612580969476,3.454098153015654,692
Leonard Floyd,2017,EDGE,-9.05199948,-8.07677292,-0.97522656,-0.03609005285386013,-0.02926367,43298,-0.00767050135450119,-0.00411488,Leonard Floyd,CHI,ED,-7.184634725907891,-10.62376303938629,3.4391283134784,631
Ryan Kerrigan,2016,EDGE,-9.029137979999998,-8.679390179999999,-0.3497478,-0.0238249314341275,-0.01842758,37089,-0.00538703737441407,-0.0012102,Ryan Kerrigan,WAS,ED,-15.234174718038343,-16.72638304886062,1.4922083308222787,785
Stephon Tuitt,2020,IDL,-9.0283076,-2.7586134,-6.2696942,-0.00998537521876366,-0.0052847,41275,-0.02885326158751027,-0.02035615,Stephon Tuitt,PIT,DI,-24.171828654920194,-23.22433487344052,-0.9474937814796743,814
Clayton Geathers,2016,S,-9.01864494,-8.835347070000001,-0.18329787,-0.00848156120798938,-0.02394403,42452,4.696774215591129e-5,-9.6983e-4,Clayton Geathers,IND,S,-14.054923319988973,-2.3501223383898453,-11.704800981599128,550
Juan Thornhill,2019,S,-9.01034564,-14.01168016,5.0013345199999995,-0.04267404132155072,-0.02217038,47846,0.0283260355706319,0.01373993,Juan Thornhill,KC,S,-8.519001173740092,-12.744138010892824,4.225136837152736,1084
Desmond Trufant,2015,CB,-8.99297391,-12.65790054,3.66492663,-0.01670494926131969,-0.02174897,39968,0.0044571926119705,0.00961923,Desmond Trufant,ATL,CB,1.0956590097139483,-3.345704168837769,4.441363178551717,944
James Harrison,2015,EDGE,-8.99193542,-4.80790062,-4.1840348,-0.02379969340215102,-0.01443814,27498,-0.01771883646771339,-0.0172894,James Harrison,PIT,ED,-38.477722870042676,-21.696086576951288,-16.781636293091392,716
C.J. Mosley,2016,LB,-8.98585219,-1.11765339,-7.868198799999999,-0.02061100316712942,-0.00197117,41243,-0.03365725008928899,-0.0255461,C.J. Mosley,BLT,LB,-4.835712208498851,5.4587773958254475,-10.294489604324298,951
Tashaun Gipson Sr.,2016,S,-8.9655345,-10.84106925,1.87553475,-0.00803402350353928,-0.01707255,38868,0.00862258000165728,0.00463095,Tashaun Gipson Sr.,JAX,S,8.93634427974207,4.860970932483037,4.075373347259033,1071
Leonard Williams,2017,IDL,-8.9472756,-0.66705848,-8.28021712,-0.02593197975594832,-0.00132616,42349,-0.02721123742383577,-0.02250059,Leonard Williams,NYJ,DI,-21.84880181958948,-17.592681122349845,-4.256120697239633,912
Jeff Heath,2017,S,-8.923931719999999,-10.50961692,1.5856852,-0.03157017207907266,-0.01873372,40656,0.0046847783045108,0.0049708,Jeff Heath,DAL,S,3.8728073381822616,-0.31370954652182614,4.186516884704088,945
Trae Waynes,2019,CB,-8.922715320000002,-13.80625284,4.88353752,-0.0387861967409378,-0.02542588,42354,0.01684789933610033,0.01419633,Trae Waynes,MIN,CB,0.12356962176558633,5.852604037620084,-5.729034415854496,934
Markus Golden,2020,EDGE,-8.91015698,-7.08659888,-1.8235581,-0.03309470145077873,-0.01957624,42401,-0.00861492968180341,-0.00868361,Markus Golden,NYG,ED,-12.631512229765235,-12.810217347765738,0.17870511800050204,581
Sam Hubbard,2022,EDGE,-8.90462246,-5.1817282,-3.72289426,-0.00634079515561272,-0.0093533,46146,-0.01679405916118215,-0.01075981,Sam Hubbard,CIN,ED,-23.59157127376385,-19.571041144343287,-4.020530129420564,950
Anthony Levine,2017,S,-8.87208999,-8.57623059,-0.2958594,-0.06954101664171031,-0.03529313,36060,-0.00534366861085762,-0.01479297,Anthony Levine,BLT,S,-23.542082786018334,-23.576814904827796,0.034732118809462025,306
Jordan Hicks,2021,LB,-8.8589368,-1.69509362,-7.16384318,-0.01555319740439559,-0.00252622,42427,-0.01395058141741306,-0.01620779,Jordan Hicks,ARZ,LB,9.825338133723212,0.59583869797568,9.229499435747531,1117
Tavon Young,2016,CB,-8.85075965,-14.25259835,5.4018387,-0.02051444629822395,-0.02531545,43393,0.02873696852570554,0.02000681,Tavon Young,BLT,CB,-16.783017342524328,-18.449612169911866,1.6665948273875373,867
Dwight Freeney,2016,EDGE,-8.84670686,-9.31372728,0.46702042,-0.02168684426159746,-0.02065128,27141,0.00817225043199862,0.00543047,Dwight Freeney,ATL,ED,0.6238937893847638,-2.5469129172116403,3.1708067065964043,537
Darius Butler,2015,CB,-8.83342051,-14.51650396,5.68308345,-0.04529506658305801,-0.03514892,34492,0.03151641329095563,0.03444293,Darius Butler,IND,CB,14.610382151434198,12.645835515867876,1.964546635566322,611
Maxx Crosby,2020,EDGE,-8.82162408,-8.10669984,-0.7149242400000001,-0.00752980002921152,-0.01512444,47889,-4.637691881679784e-5,-0.00205438,Maxx Crosby,LV,ED,8.793076684996775,-1.5119023587662623,10.304979043763039,879
Brian Cushing,2015,LB,-8.8114609,0.1081024,-8.9195633,0.01073437670512275,1.6891e-4,34466,-0.03189365192412228,-0.0222433,Brian Cushing,HST,LB,-16.04535231416859,-3.336918625132879,-12.70843368903571,1052
Shaquil Barrett,2017,EDGE,-8.79862632,-6.23721384,-2.56141248,-0.02392297028316064,-0.01925066,41915,-0.01850466053774019,-0.00970232,Shaquil Barrett,DEN,ED,-14.14816364150043,-8.420682243985564,-5.727481397514865,650
Chauncey Gardner-Johnson,2022,S,-8.795944720000001,-11.83024872,3.0343039999999997,-0.01915805582285278,-0.02143161,47888,0.01085255674031702,0.0094822,Chauncey Gardner-Johnson,PHI,S,-17.84471768920491,-20.891217765437425,3.0465000762325145,873
Captain Munnerlyn,2017,CB,-8.7946755,-11.32497288,2.53029738,-0.04586072192577316,-0.03226488,34667,0.05650584775045969,0.04774146,Captain Munnerlyn,CAR,CB,6.832975900025081,5.055191974401768,1.7777839256233128,451
Tavon Wilson,2017,S,-8.78387256,-7.45801152,-1.3258610400000002,-0.01094349908078911,-0.02273784,38578,-0.00238922782763746,-0.00605416,Tavon Wilson,DET,S,-19.266433879187346,-13.257212594803516,-6.0092212843838295,572
D'Qwell Jackson,2015,LB,-8.75952931,1.895139,-10.65466831,0.01429834632112123,0.0029382,30848,-0.03557265851531951,-0.02405117,D'Qwell Jackson,IND,LB,-24.07922517962531,0.9943804302103482,-25.073605609835656,1116
Will Blackmon,2015,CB,-8.741378860000001,-16.38255316,7.6411743,-0.02229418102587786,-0.02989517,30929,0.02976184540174456,0.02433495,Will Blackmon,WAS,CB,1.9264381818252367,6.2690925357214695,-4.342654353896233,898
Karlos Dansby,2017,LB,-8.739220000000001,-0.4624816,-8.276738400000001,-0.02754465389107108,-8.2586e-4,28986,-0.01893762549362298,-0.02299094,Karlos Dansby,ARZ,LB,-20.611019066057302,-18.327536419830775,-2.283482646226528,928
Josh Jones,2020,S,-8.7330244,-9.6309642,0.8979398000000001,-0.00120655461183587,-0.02469478,44873,-0.003735877770545,0.00289658,Josh Jones,JAX,S,21.85239401418711,22.00365021319122,-0.1512561990041117,683
Donte Jackson,2020,CB,-8.72591836,-12.40053372,3.67461536,-0.04197432501477946,-0.03171492,46124,0.02368541773834858,0.01766642,Donte Jackson,CAR,CB,-20.43860286400525,-20.178321457027266,-0.26028140697798646,590
Joe Schobert,2017,LB,-8.72420044,3.22627296,-11.9504734,0.02313278059216119,0.00530637,43388,-0.02164812359583045,-0.02597929,Joe Schobert,CLV,LB,-16.060297035525988,0.5506762655499298,-16.610973301075912,1110
Jamin Davis,2022,LB,-8.71138541,-1.03638042,-7.67500499,0.01193546168763735,-0.00213247,53448,-0.02527234485203895,-0.02211817,Jamin Davis,WAS,LB,-14.312604904442562,-12.423729602809455,-1.8888753016331046,873
Bradley Chubb,2018,EDGE,-8.711356449999998,-7.160107439999999,-1.55124901,0.00191568701255341,-0.01570199,46074,0.00218081756295325,-0.00489353,Bradley Chubb,DEN,ED,-21.143037676604717,-14.315457706478416,-6.827579970126303,904
Daniel Sorensen,2018,S,-8.71079874,-7.2220435,-1.48875524,-0.00189230458991508,-0.0239935,41502,0.00875175999797898,-0.00759569,Daniel Sorensen,KC,S,-10.217988870518301,-6.495904885403689,-3.722083985114613,488
John Johnson III,2022,S,-8.70991641,-14.07851241,5.368596,-0.0402677635135243,-0.02382151,44903,0.01461904199303193,0.01157025,John Johnson III,CLV,S,-7.088647602117186,-2.5738381198344076,-4.51480948228278,1054
Darron Lee,2017,LB,-8.70602772,-0.61086368,-8.09516404,0.01076000581773323,-0.00103712,43309,-0.01562466688488838,-0.01856689,Darron Lee,NYJ,LB,2.6401382153883257,5.530038134786235,-2.8898999193979105,1100
Ross Cockrell,2019,CB,-8.70577722,-16.06477374,7.35899652,-0.01661108140417008,-0.03305509,41338,0.02398686226340409,0.02991462,Ross Cockrell,CAR,CB,-11.920679371375215,-6.8675071622886845,-5.053172209086531,783
J.J. Wilcox,2016,S,-8.69128596,-8.99068586,0.2993999,-0.02006646731728835,-0.02086006,40028,-0.00346761298563538,0.00210845,J.J. Wilcox,DAL,S,-13.71686203099259,-13.267421558688978,-0.4494404723036125,621
Bud Dupree,2020,EDGE,-8.67954701,-7.147565050000001,-1.5319819600000002,-0.00765670568473873,-0.01958237,42365,-0.01058139603978811,-0.00722633,Bud Dupree,PIT,ED,-13.365998927992269,-16.5405970507394,3.1745981227471307,596
Nigel Bradham,2016,LB,-8.67322284,-0.628815,-8.04440784,0.00374687929889269,-0.0010175,38635,-0.03212170742831524,-0.02168304,Nigel Bradham,PHI,LB,-19.0166279426213,-22.041918618861036,3.025290676239735,1040
Morgan Fox,2022,IDL,-8.66563682,-3.22495124,-5.44068558,-0.00825360415388279,-0.00831173,43791,-0.02188534985226885,-0.02407383,Morgan Fox,LAC,DI,-3.893054660840019,-5.2676307948730825,1.3745761340330644,639
Darron Lee,2018,LB,-8.66174048,-3.0836366,-5.5781038800000005,0.00139229952636395,-0.00637115,43309,-0.0143469053014744,-0.01721637,Darron Lee,NYJ,LB,-25.827270763852805,-30.020051524843847,4.192780760991041,863
Michael Davis,2021,CB,-8.6579449,-13.94162146,5.283676560000001,-0.02975000543530609,-0.02665702,45571,0.02092101575877481,0.01610877,Michael Davis,LAC,CB,7.902276821297905,3.261909357921701,4.640367463376204,863
Minkah Fitzpatrick,2019,S,-8.65241562,-14.07265248,5.42023686,-0.0205074046337802,-0.02314581,46080,0.00874903381060134,0.01237497,Minkah Fitzpatrick,MIA,S,-22.64820426114783,-15.278343076780398,-7.369861184367433,1137
Leonard Williams,2015,IDL,-8.65079922,-0.62697354,-8.02382568,-0.02673900017224389,-0.00125646,42349,-0.02710445285545968,-0.02571739,Leonard Williams,NYJ,DI,-25.13893972060766,-9.509195927627667,-15.629743792979992,839
Carlos Dunlap,2018,EDGE,-8.649790589999999,-8.093675039999999,-0.55611555,-0.03220988575857091,-0.01510014,35493,2.3212580882738657e-4,-0.00191105,Carlos Dunlap,CIN,ED,-16.36002239782899,-9.365911656883346,-6.994110740945641,876
Kristian Fulton,2021,CB,-8.646371299999998,-12.98670666,4.34033536,-0.02764193598777194,-0.02454954,52469,0.02021272080173404,0.01584064,Kristian Fulton,TEN,CB,-7.184247448199743,-9.860451543821265,2.6762040956215225,828
Justin Houston,2021,EDGE,-8.643210680000001,-8.12274348,-0.5204672,-0.02734210904192732,-0.02077428,37145,-0.00376350864019125,-0.00325292,Justin Houston,BLT,ED,-16.73642000092729,-10.035903860873917,-6.70051614005337,575
Markus Golden,2021,EDGE,-8.63363589,-6.48006486,-2.15357103,-0.03309470145077873,-0.01628157,42401,-0.00734146814267394,-0.00825123,Markus Golden,ARZ,ED,-29.74869607129854,-27.087147058984375,-2.661549012314169,731
Bruce Irvin,2018,EDGE,-8.632555,-8.12264896,-0.5099060400000001,-0.01004739241938214,-0.02986268,38545,-0.00277674565788171,-0.00296457,Bruce Irvin,OAK,ED,-2.388704350006926,-7.213115564986741,4.824411214979815,471
Brandon Graham,2015,EDGE,-8.6271637,-5.66948306,-2.95768064,-1.99121124959745e-4,-0.01291454,35452,-3.907769017239146e-5,-0.00907264,Brandon Graham,PHI,ED,-8.659800862523623,-6.979907270285312,-1.6798935922383118,881
Logan Wilson,2022,LB,-8.62371446,-0.6749762,-7.94873826,-0.01924344353468732,-9.1213e-4,52473,-0.00986796670819022,-0.01865901,Logan Wilson,CIN,LB,-14.25837709714364,-16.559572555850092,2.3011954587064496,1136
Nolan Carroll,2016,CB,-8.60712694,-12.90163632,4.29450938,-0.06053810902700677,-0.02216776,35584,-0.00151630208178705,0.01305322,Nolan Carroll,PHI,CB,-4.875741583095692,-8.096466507453039,3.220724924357346,949
Nick Scott,2022,S,-8.60514238,-11.61108658,3.0059442,-0.03968684267086137,-0.01971322,48026,-0.00197068990899795,0.0076293,Nick Scott,LA,S,-4.616782164451862,-1.2110818009778233,-3.4057003634740366,961
Kevin Johnson,2015,CB,-8.6046351,-11.7756927,3.1710576,-0.01368751119125939,-0.02065911,42359,0.02604503904579331,0.01243552,Kevin Johnson,HST,CB,4.55104722493213,4.474169199191076,0.0768780257410532,933
Keenan Robinson,2016,LB,-8.60398995,-3.536128,-5.06786195,-0.0119560154935321,-0.005816,38649,-0.01367932284301872,-0.02156537,Keenan Robinson,NYG,LB,-3.0633171822840297,-7.522768954857518,4.459451772573486,919
Patrick Surtain II,2021,CB,-8.59989432,-11.14181922,2.5419248999999997,-0.04065393288526278,-0.02086483,53438,0.00214897331728744,0.00694515,Patrick Surtain II,DEN,CB,-28.732487206594268,-32.56056959581327,3.8280823892190017,929
Kenny Moore II,2022,CB,-8.58565526,-18.20992368,9.62426842,-0.04948183624364916,-0.04176588,45287,0.02507846522709665,0.02855866,Kenny Moore II,IND,CB,-1.0162197061977305,8.243325949455798,-9.259545655653529,779
Donte Whitner,2015,S,-8.58439058,-10.97438784,2.38999726,-0.03750580956809037,-0.02221536,30822,0.01241972509056993,0.00667597,Donte Whitner,CLV,S,-2.582169990203964,-1.3182544044635978,-1.2639155857403659,898
David Bruton,2015,S,-8.573900459999999,-8.48823657,-0.08566388999999999,-0.02632742612812667,-0.02312871,34565,-0.00901510317700675,-7.3217e-4,David Bruton,DEN,S,-8.182127871517055,-6.055200867344685,-2.1269270041723707,544
Brandon Graham,2022,EDGE,-8.564150099999999,-7.215456,-1.3486941,-0.01480349332677706,-0.0225483,35452,-0.01577238911060732,-0.00709839,Brandon Graham,PHI,ED,-27.262962046867735,-24.48232574075241,-2.7806363061153196,516
Devon Kennard,2015,LB,-8.55224011,-2.00025756,-6.55198255,0.00214078871330535,-0.00724731,41403,-0.03483939552269006,-0.03105205,Devon Kennard,NYG,LB,-3.423792033731364,-1.25188509667663,-2.1719069370547333,576
Dont'a Hightower,2019,LB,-8.53474341,-0.90183376,-7.63290965,-0.00814293247874508,-0.00184802,38555,-0.02151847337650204,-0.02587427,Dont'a Hightower,NE,LB,-11.272790239180628,-11.490934312207964,0.21814407302733596,780
Ezekiel Ansah,2017,EDGE,-8.531058719999999,-8.136979199999999,-0.39407952,-0.02274904001026117,-0.02542806,39951,-0.00729412320010965,-0.00215344,Ezekiel Ansah,DET,ED,-13.200124268672381,-12.468070027579389,-0.732054241092991,509
Lorenzo Alexander,2017,LB,-8.52204568,2.35956932,-10.881615,-0.01838280725100163,0.00572711,30412,-0.0225407592152925,-0.035445,Lorenzo Alexander,BUF,ED,-14.056271507443475,-7.080422939529938,-6.9758485679135385,748
Sidney Jones,2021,CB,-8.52064453,-13.67461506,5.1539705300000005,-0.02387921748471969,-0.03059198,44855,0.01874107111004292,0.01821191,Sidney Jones,SEA,CB,-5.530243679817775,-6.006075113799655,0.47583143398187905,802
Malik Jackson,2016,IDL,-8.515937099999999,-3.907373699999999,-4.6085634,-0.01712088413073434,-0.00860655,38667,-0.02093188397267391,-0.01828795,Malik Jackson,JAX,DI,-28.969110963094927,-26.600901403541144,-2.368209559553784,752
Cameron Jordan,2020,EDGE,-8.512333519999999,-5.83104236,-2.68129116,-0.03255231438602073,-0.01019413,37097,-0.00111392121709158,-0.00827559,Cameron Jordan,NO,ED,-17.024333687602606,-6.448146533019829,-10.57618715458278,894
Darian Stewart,2018,S,-8.501760440000002,-9.915567800000002,1.41380736,-0.02742227438729541,-0.0190318,35764,0.00555713189415194,0.00400512,Darian Stewart,DEN,S,12.150673655646973,4.640330457854343,7.51034319779263,931
Shane Ray,2016,EDGE,-8.500351329999999,-7.54006712,-0.96028421,-0.01088204043174501,-0.02106164,42366,-0.00350129803860357,-0.00346673,Shane Ray,DEN,ED,-15.253576634809173,-17.894380508664433,2.640803873855259,709
Preston Smith,2021,EDGE,-8.49912455,-7.50711615,-0.9920084,-0.00605200122512243,-0.01642695,42381,0.00232902097570957,-0.00431308,Preston Smith,GB,ED,-24.491088656677853,-19.611155971577965,-4.879932685099888,724
