pff_PLAYERNAME,Season,Position,TotalBoxPM,TotalPassBoxPM,TotalRunDBoxPM,PassPM,PassBoxPM,PlayerID,RunDPM,RunDBoxPM,PlayerName,team,position,TotalEPAR,PassEPAR,RunDEPAR,plays
Kevin King,2021,CB,3.90942065,2.2436942500000003,1.6657264,0.01416388299645497,0.01094485,44845,0.02158479148379753,0.0157144,Kevin King,GB,CB,-0.27603215858634705,0.9324317646938183,-1.2084639232801642,309
DeShawn Williams,2022,IDL,3.9178986500000006,8.55208795,-4.6341893,0.02842812800746007,0.02450455,42826,-0.0049992420537046,-0.0187619,DeShawn Williams,DEN,DI,-7.084502186807231,-5.950879661339678,-1.1336225254675518,599
Neville Gallimore,2020,IDL,3.91911401,7.32334448,-3.40423047,0.03708109435980171,0.03895396,52490,-0.00894420349277788,-0.01499661,Neville Gallimore,DAL,DI,-2.4026529739824847,3.6261390668763416,-6.028792040858827,407
Ben Niemann,2021,LB,3.92692776,6.85362396,-2.9266962,0.00478751658421368,0.01543609,46521,-0.01889486338412842,-0.0176307,Ben Niemann,KC,LB,14.69644925307948,6.729113939196665,7.967335313882813,622
Roy Lopez,2021,IDL,3.92860062,8.30419548,-4.3755948600000005,0.03466430443666554,0.03642191,53624,-0.00454529450798904,-0.01602782,Roy Lopez,HST,DI,3.1635802956482593,0.7909615235696825,2.3726187720785763,561
Chris Baker,2017,IDL,3.931537319999999,8.46932442,-4.5377871,0.03352461782506585,0.03815011,34719,-0.01974843406069143,-0.0196441,Chris Baker,TB,DI,0.5395029629983418,-2.4581638934280226,2.9976668564263647,476
Amani Oruwariye,2022,CB,3.94777595,0.8891662,3.05860975,0.01621781659003795,0.0029738,47929,0.02595518087540727,0.01747777,Amani Oruwariye,DET,CB,12.54933992761758,8.141428919084564,4.407911008533015,491
Marlon Davidson,2021,IDL,3.94979171,5.73662544,-1.78683373,0.04223334309782468,0.03677324,52455,-0.01896153500469055,-0.01639297,Marlon Davidson,ATL,DI,-13.897066418655728,-10.598271760091645,-3.298794658564084,322
Akeem Spence,2016,IDL,3.95305748,6.90207174,-2.94901426,0.02848642427648258,0.03855906,40048,-0.01650005726866587,-0.01647494,Akeem Spence,TB,DI,2.1108211989128245,2.36951234278687,-0.25869114387404596,421
Xavier Williams,2018,IDL,3.95539202,11.55146929,-7.59607727,0.04789656307325666,0.04602179,42744,-0.03455133963472277,-0.03260119,Xavier Williams,KC,DI,-16.118992476082603,-5.702889733373569,-10.416102742709036,511
Jarvis Jenkins,2018,IDL,3.96195007,5.02299996,-1.06104989,0.04632263673290076,0.03805303,37116,-0.00967297328057206,-0.01453493,Jarvis Jenkins,KC,DI,6.8805947488174315,3.395367659267674,3.4852270895497575,266
Poona Ford,2020,IDL,3.96421976,10.5461628,-6.58194304,0.01323036320542661,0.02452596,46487,-0.02828465954547036,-0.02419832,Poona Ford,SEA,DI,-20.500638725592943,-16.168371631789302,-4.3322670938036385,683
Romeo Okwara,2016,EDGE,3.96898663,5.46303863,-1.494052,-0.00323641204301256,0.01814963,43775,-0.01104993057802349,-0.01333975,Romeo Okwara,NYG,DI,-14.600749120976763,-11.599629585120756,-3.0011195358560063,545
Benson Mayowa,2015,EDGE,3.97339346,4.436941,-0.46354754,0.00181750485320881,0.0188806,40825,-0.00917273218671724,-0.00437309,Benson Mayowa,OAK,ED,3.601138966328686,7.417923514720202,-3.816784548391515,459
Zach Kerr,2018,IDL,3.97519656,7.73114385,-3.75594729,0.03104233857404386,0.03629645,41919,-0.02234596585575945,-0.02075109,Zach Kerr,DEN,DI,-4.32133493930075,0.5658855849936244,-4.887220524294375,446
Tyler Lancaster,2020,IDL,3.9773699199999992,7.99637392,-4.019004000000001,0.04406102560289839,0.04467248,46438,-0.01247843038383002,-0.02009502,Tyler Lancaster,GB,DI,9.184750371688965,4.202585595641127,4.9821647760478385,377
Andrew Billings,2019,IDL,3.9777117099999986,11.2020159,-7.224304190000001,0.04432084354695839,0.0384949,43411,-0.02059512496538253,-0.02012341,Andrew Billings,CIN,DI,13.145932205524623,1.7624335666423314,11.383498638882292,677
Zach Kerr,2016,IDL,3.978146599999999,6.388679999999999,-2.4105334,0.0295408932831274,0.0319434,41919,-0.01452059354934433,-0.02096116,Zach Kerr,IND,DI,0.2740356633863013,1.2367995755845893,-0.9627639121982883,400
Jack Crawford,2016,EDGE,3.99828829,4.79706865,-0.79878036,0.0203884014719876,0.01406765,38688,-0.01076695452660556,-0.00407541,Jack Crawford,DAL,ED,10.066576179216355,7.845785515661332,2.2207906635550243,595
Roy Lopez,2022,IDL,4.009269519999999,8.391482719999999,-4.3822132,0.03346381106744731,0.03202856,53624,-0.00443528095223562,-0.01485496,Roy Lopez,HST,DI,1.3151109086376362,-2.2367300692164553,3.551840977854091,559
John Jenkins,2016,IDL,4.00970676,6.2520986,-2.24239184,0.06031312149283707,0.05683726,40030,-0.01919045388526075,-0.02156146,John Jenkins,NO,DI,3.804579269915437,-0.24603504670366153,4.050614316619098,253
Damon Harrison Sr.,2019,IDL,4.019376299999999,14.0521779,-10.0328016,0.04809869728481577,0.05510658,38987,-0.03446285575340078,-0.0368853,Damon Harrison Sr.,DET,DI,-9.486795626943175,-1.0632926349318734,-8.423502992011302,514
Preston Brown,2016,LB,4.0234223600000005,10.36382208,-6.34039972,0.02049946253384156,0.01704576,41302,-0.00351681234315887,-0.01387396,Preston Brown,BUF,LB,-14.532589410925963,-5.687386910465412,-8.845202500460553,1073
A'Shawn Robinson,2017,IDL,4.0265684,11.12171872,-7.09515032,0.04750428087665592,0.02562608,43335,-0.0339784350469125,-0.02429846,A'Shawn Robinson,DET,DI,-25.650464847945734,-14.379756491341796,-11.270708356603938,772
Marlon Tuipulotu,2022,IDL,4.027822120000001,5.756202200000001,-1.72838008,0.03686597150272083,0.04111573,53618,-0.01745006445357428,-0.01878674,Marlon Tuipulotu,PHI,DI,6.805208239001658,0.9616040511812823,5.843604187820375,273
Rakeem Nunez-Roches,2022,IDL,4.033137679999999,9.89335008,-5.8602124,0.03973250394773263,0.03342348,42560,-0.01361211386626091,-0.02092933,Rakeem Nunez-Roches,TB,DI,-3.8657444982595237,-3.3086738088522742,-0.55707068940725,594
Terrell McClain,2018,IDL,4.04022807,7.344049500000001,-3.30382143,0.03622120269707857,0.0354785,37140,-0.02017187839500485,-0.02052063,Terrell McClain,ATL,DI,13.050753191385061,8.447959198024936,4.602793993360124,403
Tyeler Davison,2019,IDL,4.0427512100000005,12.5072648,-8.46451359,0.06211152075335707,0.0486664,42497,-0.03060345601150099,-0.02830941,Tyeler Davison,ATL,DI,1.420930930594325,6.077902229424364,-4.6569712988300385,561
D.J. Jones,2020,IDL,4.0514103,7.584820049999999,-3.5334097499999997,0.03082869249452098,0.03227583,45011,-0.0090191845454678,-0.01930825,D.J. Jones,SF,DI,3.0967494721570734,1.3148810151237464,1.7818684570333272,414
Tershawn Wharton,2020,IDL,4.060621999999999,7.720213899999999,-3.6595919,0.0263944196212859,0.01882979,52792,-0.02203650782663002,-0.01926101,Tershawn Wharton,KC,DI,-2.6511701109608388,-4.252096104806139,1.6009259938453007,596
A'Shawn Robinson,2016,IDL,4.06350104,9.2980017,-5.23450066,0.05128029780380679,0.03973505,43335,-0.03678883145082327,-0.02480806,A'Shawn Robinson,DET,DI,-11.99509505596185,-7.974862851126496,-4.020232204835354,520
Richard Ash,2017,IDL,4.0711910499999995,6.4290441199999995,-2.35785307,0.05527190944769546,0.05184713,42982,-0.01981941439724878,-0.02203601,Richard Ash,DAL,DI,1.4667974265395591,3.207565638328956,-1.7407682117893968,288
Earl Mitchell,2017,IDL,4.073151999999999,11.51441552,-7.441263520000001,0.04647354973907691,0.04233241,35520,-0.02066193626747989,-0.02163158,Earl Mitchell,SF,DI,4.994148895214565,-1.4925418230448733,6.486690718259438,649
Antonio Smith,2016,IDL,4.0752837600000005,5.237982870000001,-1.16269911,0.05038305754494455,0.02391773,29088,-0.01967674569281997,-0.02039823,Antonio Smith,HST,DI,1.4725789294924343,-1.2451635947334814,2.717742524225916,273
Ryan Russell,2017,EDGE,4.0912587899999995,3.3810792399999996,0.71017955,0.01756433049439738,0.01097753,42506,0.00583100100830848,0.00489779,Ryan Russell,TB,ED,14.441288012301955,4.373052221461079,10.068235790840877,509
Sylvester Williams,2018,IDL,4.1036825,7.3533268,-3.2496443000000004,0.04872033730969,0.0427519,39974,-0.01265427812713472,-0.0160081,Sylvester Williams,DET,DI,14.13720357585226,5.294195055850202,8.843008520002059,416
Armonty Bryant,2016,IDL,4.10768875,4.10768875,0,0.02359822117528081,0.04832575,40165,0,0,Armonty Bryant,DET,ED,-3.6097135198837726,-1.097559618139714,-2.512153901744059,190
Teair Tart,2021,IDL,4.10935495,7.02080357,-2.9114486200000003,0.04918466737465416,0.03878897,53073,-0.00890380451370856,-0.01842689,Teair Tart,TEN,DI,1.1448405623322468,1.5373184625672824,-0.39247790023503526,383
D.J. Reader,2020,IDL,4.11071821,6.30864361,-2.1979254000000004,0.03941913252838008,0.04233989,43455,-0.02536959923063755,-0.01998114,D.J. Reader,CIN,DI,-2.097160372688683,-1.5446700125956034,-0.5524903600930803,254
Anthony Rush,2021,IDL,4.1114161,7.444649999999999,-3.3332338999999997,0.06479669411167702,0.06203875,48520,-0.02396768866350951,-0.02298782,Anthony Rush,TEN,DI,-1.1818613265931903,4.35852814758606,-5.540389474179251,319
Terrell Lewis,2022,EDGE,4.11675924,4.1808546,-0.06409536,0.01536577472101343,0.0240279,52492,-0.0056693803139104,-5.6224e-4,Terrell Lewis,LA,ED,2.891309149304575,-0.6337541649796512,3.5250633142842265,321
Neville Gallimore,2022,IDL,4.12933119,7.821559,-3.69222781,0.03703410569923002,0.037069,52490,-0.01034849123642455,-0.01749871,Neville Gallimore,DAL,DI,5.508796355003001,0.4467261408586516,5.062070214144349,458
B.J. Hill,2019,IDL,4.132849419999999,8.59147282,-4.4586234000000005,0.03246308207393059,0.03229877,46138,-0.02422561531546912,-0.02026647,B.J. Hill,NYG,DI,-3.7227379745309137,-1.4898729439295941,-2.23286503060132,513
Holton Hill,2020,CB,4.13341401,1.76856537,2.36484864,0.01014484246225058,0.01236759,46466,0.02313837217091876,0.02111472,Holton Hill,MIN,CB,-5.612396314615097,-2.61391407674175,-2.9984822378733473,252
Austin Johnson,2021,IDL,4.14150768,12.50700381,-8.36549613,0.04075106276797101,0.03778551,43332,-0.03331488265651357,-0.02512161,Austin Johnson,NYG,DI,-12.92606130227279,-2.031308074838492,-10.8947532274343,689
Cullen Jenkins,2016,IDL,4.15103235,6.342878300000001,-2.1918459500000003,0.02751185019032651,0.03338357,28678,-0.02004125318503492,-0.01905953,Cullen Jenkins,WAS,DI,-3.6431999838350437,-0.41088435201314877,-3.232315631821895,321
Rashard Robinson,2017,CB,4.16667198,-1.06613038,5.23280236,-0.0084450933376591,-0.00371474,43422,0.02772764375427835,0.02468303,Rashard Robinson,SF,CB,5.795792192277146,7.9219418353762245,-2.1261496430990783,546
Pat Sims,2016,IDL,4.181742150000001,8.370943350000001,-4.1892012,0.04612201845970976,0.04083387,33158,-0.01215380014458073,-0.0205353,Pat Sims,CIN,DI,-4.29552187730624,1.9114202985208826,-6.206942175827122,445
Dalvin Tomlinson,2021,IDL,4.182746860000001,9.44473714,-5.26199028,0.02751049813113993,0.02630846,44867,-0.01195442680094906,-0.01865954,Dalvin Tomlinson,MIN,DI,-3.0581229425899568,-4.524738376461671,1.4666154338717143,650
Broderick Washington Jr.,2021,IDL,4.188943849999999,6.40504085,-2.216097,0.03613232372128851,0.03789965,52578,-0.01737205811012352,-0.01787175,Broderick Washington Jr.,BLT,DI,-3.143768761935997,2.607082702332916,-5.750851464268913,375
Quinton Bohanna,2022,IDL,4.19564351,6.9272918,-2.73164829,0.06288835680126402,0.06023732,53621,-0.02089498301100725,-0.01833321,Quinton Bohanna,DAL,DI,-2.5424951677291108,2.5960392790905575,-5.138534446819667,297
Timmy Horne,2022,IDL,4.203730960000001,7.99483496,-3.791104,0.04080817819783407,0.04345019,55173,-0.01212982185003341,-0.01895552,Timmy Horne,ATL,DI,7.823224799972786,0.7066077699339397,7.116617030038846,464
William Gholston,2016,EDGE,4.20931302,6.26592024,-2.05660722,0.04340412326303605,0.01995516,40074,9.9145011272532e-5,-0.00764538,William Gholston,TB,ED,-2.8372199547295636,9.670376399162244,-12.507596353891808,643
Devaroe Lawrence,2019,IDL,4.215640050000001,5.671576190000001,-1.45593614,0.04055890324833657,0.04264343,45393,-0.01688829322255874,-0.01692949,Devaroe Lawrence,CLV,DI,-8.006675383533407,-8.395086052414204,0.38841066888079584,312
Jalen Mills,2016,CB,4.22115245,-0.8672682,5.08842065,-0.00519256693934725,-0.00199372,43522,0.01998136125220296,0.02241595,Jalen Mills,PHI,CB,19.203867200235788,18.883764313438387,0.32010288679739846,698
Jordan Phillips,2019,IDL,4.24540372,7.00052252,-2.7551188,0.03290510518320951,0.01933846,42395,-0.01073931723628754,-0.0126964,Jordan Phillips,BUF,DI,-11.080792691601866,-10.38301985340101,-0.6977728382008566,621
Lonnie Johnson Jr.,2019,CB,4.2461369200000005,1.39333656,2.8528003600000003,0.02319008983045802,0.00355443,47837,0.02294907488529743,0.01517447,Lonnie Johnson Jr.,HST,CB,30.347614548789622,30.422482035165835,-0.07486748637620987,655
Malcom Brown,2020,IDL,4.276858080000001,8.454324360000001,-4.17746628,0.0288394272065521,0.03708037,42375,-0.03970685533089812,-0.02643966,Malcom Brown,NO,DI,-11.566733013725521,-0.29059936216305304,-11.276133651562468,385
Vernon Butler,2016,IDL,4.282880180000001,5.611534600000001,-1.32865442,0.03874439041266217,0.04008239,43319,-0.01232725452121805,-0.01544947,Vernon Butler,CAR,DI,-1.6394309488497933,-1.6624697554841843,0.023038806634390556,298
Brent Urban,2018,IDL,4.289571909999999,8.26825965,-3.97868774,0.03412118640240095,0.02396597,41363,-0.01480565919918956,-0.01885634,Brent Urban,BLT,DI,-7.204951591378347,-1.6653346787996095,-5.539616912578739,596
Justin Ellis,2016,IDL,4.30233951,8.88853987,-4.58620036,0.06534165373724848,0.05965463,41336,-0.01339687192527538,-0.02259212,Justin Ellis,OAK,DI,3.958293555967904,2.196338290538464,1.7619552654294401,398
Davon Godchaux,2018,IDL,4.3142407700000005,11.5012299,-7.18698913,0.04833016648771928,0.03248935,44991,-0.03350780078767899,-0.02267189,Davon Godchaux,MIA,DI,4.989788140211583,10.792515085099899,-5.802726944888317,702
Jay Bromley,2015,IDL,4.31499176,9.1491954,-4.83420364,0.04959587314365429,0.0386042,41303,-0.0198855551933493,-0.02031178,Jay Bromley,NYG,DI,-3.7899530690929346,3.2488050952397707,-7.038758164332704,575
Austin Johnson,2016,IDL,4.3153756,5.7481356,-1.43276,0.04218702564431207,0.04790113,43332,-0.01752883419055952,-0.020468,Austin Johnson,TEN,DI,-5.853054692363543,-1.4209847521769075,-4.4320699401866355,303
Tony McDaniel,2016,IDL,4.31653615,11.46740065,-7.1508645,0.0560630823853151,0.04327321,31162,-0.02330035076169549,-0.03055925,Tony McDaniel,SEA,DI,-13.011943051984323,3.322075053365506,-16.334018105349827,531
Nick Hayden,2015,IDL,4.32076732,11.3638815,-7.04311418,0.05314291111580244,0.04208845,33262,-0.00909044229394277,-0.02294174,Nick Hayden,DAL,DI,-0.6379716698723644,4.922055593402187,-5.560027263274552,586
Malcom Brown,2019,IDL,4.32782435,10.41057563,-6.08275128,0.01935569695093604,0.03458663,42375,-0.03524540969516262,-0.02777512,Malcom Brown,NO,DI,1.5411815428414266,3.590822978379348,-2.049641435537921,562
Justin Jones,2022,IDL,4.33100247,10.50013587,-6.1691334,0.0305912724335704,0.02631613,46153,-0.0090970676875293,-0.01814451,Justin Jones,CHI,DI,-10.21880465949551,-7.467294969322295,-2.7515096901732154,758
Derrick Brown,2021,IDL,4.334369410000001,10.30888846,-5.97451905,0.0311909699230127,0.03049967,52415,-0.02062433443111766,-0.02039085,Derrick Brown,CAR,DI,-7.64553835128509,-8.295797132224589,0.6502587809395006,620
Tyeler Davison,2020,IDL,4.33929444,10.03678368,-5.6974892399999995,0.05455571420322022,0.03801812,42497,-0.02718919014201561,-0.02243106,Tyeler Davison,ATL,DI,3.8193402719419236,0.9139148050177004,2.9054254669242225,505
Kerry Wynn,2015,EDGE,4.34882757,6.64925619,-2.30042862,0.03216266644787484,0.02124363,41614,-0.01752262217973112,-0.00891639,Kerry Wynn,NYG,ED,3.3085694888837645,19.833422483675022,-16.524852994791257,686
Folorunso Fatukasi,2022,IDL,4.35670299,8.81560395,-4.45890096,0.0327434824753192,0.03326643,46249,-0.02332789145315126,-0.02064306,Folorunso Fatukasi,JAX,DI,-1.7424794651871358,-2.3807456270369496,0.638266161849814,490
Isaiah Oliver,2018,CB,4.3574242100000005,3.30326565,1.05415856,0.02360627267469158,0.01785549,46127,0.02699608581414519,0.01882426,Isaiah Oliver,ATL,CB,-2.3324080602458026,-3.3082606380577597,0.9758525778119572,337
Joejuan Williams,2021,CB,4.36082377,2.36029249,2.00053128,0.0067725836147117,0.01304029,47828,0.02471673148301244,0.01754852,Joejuan Williams,NE,CB,-5.711698596269899,-5.598328090315846,-0.11337050595405283,413
Kyle Love,2016,IDL,4.36657564,5.6251342,-1.25855856,0.03983814074862697,0.04017953,35743,-0.01082026334594914,-0.01498284,Kyle Love,CAR,DI,1.00724776468926,-0.63620101414273,1.6434487788319891,266
Zachary Carter,2022,IDL,4.3867135500000005,7.720651500000001,-3.33393795,0.04022112645185651,0.03356805,54560,-0.01562908347181879,-0.01418697,Zachary Carter,CIN,DI,9.049128144320287,1.9175647245306204,7.131563419789667,588
Eugene Sims,2016,EDGE,4.389290760000001,4.34894768,0.04034307999999999,0.0090181033721631,0.01411996,35628,0.00622639685541396,1.8506e-4,Eugene Sims,LA,ED,4.546210744505336,6.024422680146871,-1.4782119356415333,598
Akeem Spence,2017,IDL,4.389799099999999,9.44762928,-5.05783018,0.02928934659162854,0.02434956,40048,-0.0248104651629092,-0.01866358,Akeem Spence,DET,DI,-11.230497124007973,-7.50282887571399,-3.727668248293983,705
Keith Taylor,2022,CB,4.39151938,1.61296081,2.7785585700000004,0.01585688096791022,0.00674879,53595,0.02655506165838669,0.01998963,Keith Taylor,CAR,CB,15.824099906364358,11.895988632249908,3.9281112741144524,411
Davon House,2016,CB,4.400930300000001,2.2498727,2.1510576,0.0056149826187315,0.0138029,37206,0.02007334035322637,0.0199172,Davon House,JAX,CB,10.2350237563115,12.476266629382433,-2.2412428730709317,322
Bryan Mone,2021,IDL,4.42178382,9.370196,-4.94841218,0.0475867487107513,0.050108,48198,-0.02494212590945299,-0.02449709,Bryan Mone,SEA,DI,0.778260452362818,0.7879281063178576,-0.00966765395503938,435
Akeem Spence,2019,IDL,4.432336530000001,6.99385041,-2.56151388,0.0318343909538134,0.03907179,40048,-0.01162738288739369,-0.01377158,Akeem Spence,PHI,DI,7.992930939574309,5.861861949758542,2.131068989815767,405
Damion Square,2020,IDL,4.43545524,6.37117404,-1.9357188,0.04952097209950087,0.04826647,40608,-0.01615878697378738,-0.01613099,Damion Square,LAC,DI,-0.15028786332568136,-0.8575589494530771,0.7072710861273956,246
DaQuan Jones,2018,IDL,4.43830795,10.786695,-6.34838705,0.0335586076228384,0.0371955,41341,-0.02397383495523336,-0.02166685,DaQuan Jones,TEN,DI,-1.0140894666305227,1.4919123602982083,-2.5060018269287294,636
Benito Jones,2022,IDL,4.445037129999999,6.6339479699999995,-2.18891084,0.04172078017353629,0.03925413,52743,-0.01511132373066068,-0.01574756,Benito Jones,DET,DI,0.10683644586732477,2.296124971698895,-2.18928852583157,411
Bravvion Roy,2020,IDL,4.4539452,8.75515864,-4.30121344,0.03487633879487225,0.03873964,52592,-0.02285429012879311,-0.02228608,Bravvion Roy,CAR,DI,1.8570928628023113,-0.11428274519980092,1.971375608002112,403
Jamar Taylor,2018,CB,4.462449360000001,2.6101051600000003,1.8523442,0.0175473405377526,0.01517503,40002,0.01420690549391975,0.0139274,Jamar Taylor,ARZ,CB,14.298008266587352,15.513793683096756,-1.215785416509402,360
Ben Niemann,2020,LB,4.4778857599999995,7.12144234,-2.64355658,0.00243201101150075,0.01691554,46521,-0.01717399244063432,-0.01683794,Ben Niemann,KC,LB,14.413708709130331,4.2589721515272165,10.154736557603114,559
Marcell Dareus,2018,IDL,4.49493563,10.77521425,-6.28027862,0.03650838364185537,0.03652615,37076,-0.02636058449427672,-0.02361007,Marcell Dareus,JAX,DI,-9.064413355229895,-3.471772413466508,-5.592640941763386,565
Cam Thomas,2016,IDL,4.496220480000001,8.57122458,-4.0750041,0.04159897892286095,0.04418157,35585,-0.02275480443462636,-0.0213351,Cam Thomas,LA,DI,5.570395663944218,0.36682584541213525,5.203569818532083,523
Al Woods,2018,IDL,4.50677323,8.32206504,-3.81529181,0.05890550775667832,0.04782796,35562,-0.02773667320296262,-0.02040263,Al Woods,IND,DI,9.069595268485141,1.9769143098372148,7.092680958647926,426
Steve McLendon,2015,IDL,4.507191259999998,9.377403419999998,-4.87021216,0.0347428145352703,0.04059482,34777,-0.02962966695089006,-0.02767166,Steve McLendon,PIT,DI,-1.3609325857119354,4.655346427279206,-6.016279012991141,428
Kurt Hinish,2022,IDL,4.5146565899999995,7.28855188,-2.77389529,0.04663391031997886,0.03608194,55045,-0.0122084019087408,-0.01190513,Kurt Hinish,HST,DI,8.149635016358758,1.3146809687632066,6.83495404759555,547
Austin Johnson,2022,IDL,4.51598886,7.15278886,-2.6368,0.04118359325790043,0.04442726,43332,-0.02832309081715458,-0.0210944,Austin Johnson,LAC,DI,-4.338598216067822,-2.691367359789308,-1.647230856278513,277
Dontari Poe,2020,IDL,4.52836314,6.19448298,-1.66611984,0.03189373743901232,0.04657506,38541,-0.00961959749947422,-0.01262212,Dontari Poe,DAL,DI,10.709709995065356,2.7225071334985502,7.987202861566807,255
Rakeem Nunez-Roches,2017,IDL,4.530066359999999,8.047896119999999,-3.5178297599999997,0.04106773570082942,0.04064594,42560,-0.01354741218832131,-0.01832203,Rakeem Nunez-Roches,KC,DI,0.7782029072039014,-3.102653310171084,3.880856217374986,443
Abry Jones,2016,IDL,4.5497364099999995,9.34059261,-4.7908562,0.05250065510269476,0.04647061,40399,-0.01678245707010171,-0.01842637,Abry Jones,JAX,DI,-10.766724760979137,-4.82564450751155,-5.941080253467589,535
Tim Settle,2020,IDL,4.559754210000001,7.239347700000001,-2.67959349,0.04361389139095741,0.03712486,46232,-0.0173901883577673,-0.01604547,Tim Settle,WAS,DI,-9.63799541167998,-9.483157391372036,-0.15483802030794516,353
Jordan Phillips,2015,IDL,4.562069730000001,7.501001850000001,-2.93893212,0.05089979900762369,0.03425115,42395,-0.01078970352572355,-0.01440653,Jordan Phillips,MIA,DI,2.478457507026167,-1.9518910384411035,4.430348545467271,508
Davon Godchaux,2017,IDL,4.56928368,9.87255828,-5.3032746,0.04985912808435814,0.04219042,44991,-0.02298138259983167,-0.02039721,Davon Godchaux,MIA,DI,-3.177114107217755,2.513558751712837,-5.690672858930592,562
Ben Niemann,2019,LB,4.57752729,6.11636025,-1.53883296,0.00396130151481586,0.01588665,46521,-0.01602657567127597,-0.01602951,Ben Niemann,KC,LB,8.541435367697096,5.792363281418381,2.749072086278715,595
Michael Brockers,2016,IDL,4.578888050000001,8.69064385,-4.1117558,0.03770393598573202,0.04004905,38544,-0.02323918423258218,-0.02164082,Michael Brockers,LA,DI,-3.4825300134958104,-4.958105136165041,1.4755751226692302,442
Jonathan Babineaux,2016,IDL,4.57953801,8.41208157,-3.83254356,0.03289606422613633,0.02424231,29886,-0.01603154873998847,-0.02228223,Jonathan Babineaux,ATL,DI,-0.31456293066002655,6.441450502447455,-6.756013433107482,566
Jaleel Johnson,2021,IDL,4.59323011,7.63906278,-3.04583267,0.05518855658706233,0.04804442,44922,-0.01173536740668866,-0.01868609,Jaleel Johnson,HST,DI,5.277507294025585,2.740130274747993,2.5373770192775917,395
Jordan Phillips,2022,IDL,4.604515770000001,6.35019207,-1.7456763,0.03024733261748523,0.02529957,42395,-0.00991159829719811,-0.01531295,Jordan Phillips,BUF,DI,-5.696119679509729,-1.6436987604965705,-4.052420919013158,369
Jaleel Johnson,2018,IDL,4.614774079999999,6.708302939999999,-2.09352886,0.04695761428879647,0.04724157,44922,-0.01624474822528941,-0.01774177,Jaleel Johnson,MIN,DI,1.337582005662373,-0.05624696455881672,1.3938289702211886,373
DaQuan Jones,2015,IDL,4.630010120000001,11.5953353,-6.96532518,0.03035782372162319,0.03839515,41341,-0.02598545051186946,-0.01887622,DaQuan Jones,TEN,DI,4.7237100517221755,9.319440565085449,-4.5957305133632715,673
Phillip Gaines,2018,CB,4.64727057,2.1300279,2.51724267,0.01933726841803638,0.0092209,41316,0.01420915902498684,0.01422171,Phillip Gaines,BUF,CB,3.377781914547481,8.432071854410266,-5.054289939862786,455
Trevon Coley,2018,IDL,4.65332326,9.75852102,-5.10519776,0.03982789672911631,0.03220634,43686,-0.0078154681071759,-0.01707424,Trevon Coley,CLV,DI,11.828932939163789,10.574020338485065,1.2549126006787243,602
Abry Jones,2015,IDL,4.66299741,7.61735322,-2.95435581,0.04863485627948897,0.04588767,40399,-0.01270093623592424,-0.01499673,Abry Jones,JAX,DI,-4.2620937131405165,-5.52763754628031,1.2655438331397941,437
Adam Butler,2020,IDL,4.663490190000001,8.639369010000001,-3.97587882,0.0140481184597279,0.02725353,45274,-0.02878822811149358,-0.02516379,Adam Butler,NE,DI,-6.573823701418172,-11.091308690106619,4.517484988688445,468
Armon Watts,2022,IDL,4.66969242,10.33139844,-5.66170602,0.06228822874272406,0.04149156,47973,-0.0208882060126096,-0.02014842,Armon Watts,CHI,DI,4.443191285037286,2.722066328426594,1.721124956610693,536
Christian Covington,2019,IDL,4.6747702,11.1270591,-6.4522889,0.03476937395883461,0.04121133,42559,-0.04099464898943665,-0.03147458,Christian Covington,DAL,DI,-8.227611440419054,-4.681308292091086,-3.5463031483279677,536
Eugene Sims,2015,EDGE,4.6769544,3.96821024,0.7087441600000001,0.00832770254058948,0.01078318,35628,0.00688842325023321,0.00325112,Eugene Sims,SL,ED,11.662974342887521,3.907691619275507,7.755282723612015,618
Carlos Watkins,2019,IDL,4.68909198,6.5985255,-1.90943352,0.04698690124383646,0.03770586,44955,-0.01013482069138357,-0.01767994,Carlos Watkins,HST,DI,2.473387320365207,2.099144857740645,0.37424246262456146,312
Maliek Collins,2017,IDL,4.690671400000001,8.425518120000001,-3.73484672,0.00609012951097239,0.01968579,43356,-0.01628680764982289,-0.01476224,Maliek Collins,DAL,DI,17.240796382312897,3.528727519759509,13.71206886255339,709
Shy Tuttle,2021,IDL,4.69677651,10.55585379,-5.85907728,0.04454456524331032,0.03895149,48544,-0.03168851707604923,-0.02639224,Shy Tuttle,NO,DI,-9.126263379511595,0.6310699892252352,-9.757333368736829,545
A'Shawn Robinson,2019,IDL,4.7132372,11.26907685,-6.555839649999999,0.04785431908954267,0.03872535,43335,-0.02569397429354731,-0.02789719,A'Shawn Robinson,DET,DI,-11.791831912295327,-1.7620551158894444,-10.029776796405883,550
Bryan Mone,2020,IDL,4.71884809,7.25218953,-2.53334144,0.0475867487107513,0.05293569,48198,-0.02494212590945299,-0.01979173,Bryan Mone,SEA,DI,8.5228300850206,2.7356640688461895,5.787166016174409,260
Doug Costin,2020,IDL,4.73619515,8.21575015,-3.479555,0.03688118140074876,0.04007683,52724,-0.00519854812126351,-0.01391822,Doug Costin,JAX,DI,5.165504277553421,1.0038908535741415,4.161613423979279,436
Destiny Vaeao,2017,IDL,4.74699433,6.1014168,-1.3544224699999998,0.04029139507946867,0.0401409,43926,-0.01637128204349927,-0.01521823,Destiny Vaeao,PHI,DI,6.658718523935846,6.564111747185011,0.09460677675083543,312
